p11,p13,p21,p23,Clients_ratio,Compet_ratio
0.37007913707090956,0.45019013865098045,0.9907243240837539,0.0035898930695811757,1.9697018801201147e-05,0.9989707306172648
0.3200397044085981,0.27166679803316746,0.1767795258536753,0.8211393204282399,0.7603598090041375,0.007953181761535406
0.1983974734999916,0.42557452669850837,0.047186444106273484,0.6560884161082708,0.42741182142475626,0.021847146798363342
0.9307642575778051,0.026333629871219014,0.801241601270557,0.15068585570534232,0.9914076877156902,0.0007098323821025772
0.04914850436076723,0.32645286135998847,0.9729862830463359,0.013173749760960371,5.061158223582994e-05,0.9961827516564838
0.7818040857687528,0.02463813019651522,0.35085749426218193,0.25691347941072196,0.9910173820541188,0.00023813049088834077
0.4762176632740397,0.5216993926828846,0.30179971678715867,0.04507448968570315,0.5935925230530675,0.14492615682949586
0.600257355431426,0.3339882320104958,0.5834318035008373,0.17814893778338084,0.043275808479622535,0.8695490358785971
0.36307550491374896,0.6164112853638711,0.8301890342520404,0.08910547631073616,0.0007047466027334069,0.9694238770787444
0.320017924602199,0.1797276631616792,0.022349000482211334,0.2681275113542398,0.8427970733144529,0.005556296266747115
0.6482946625992491,0.2353103982403114,0.612476920106135,0.14839624571979926,0.8241571318601801,0.07872994120293889
0.48325857744225653,0.41316280892230395,0.17855189671397131,0.316085479129579,0.7565698858962611,0.01030246125765496
0.6284788463609415,0.31738335689821234,0.028558995674900167,0.8007555205149666,0.8578816549587079,0.0024659476970269175
0.5201772599404472,0.17810712951738866,0.7399285749179101,0.2368876814558683,0.005529885997491464,0.9060703829749842
0.40040321432704906,0.3882017408864868,0.3526882899835231,0.557867055491217,0.705232478969441,0.028681659528153314
0.10854514206952504,0.09700055606272211,0.32682698274679944,0.05114245178395649,0.0022651969626202475,0.9554212377374389
0.7097673175166138,0.16220891298427997,0.3786709600313338,0.25115255774198514,0.9344407649898778,0.0023329700652122724
0.9732338081322796,0.0014712309378750255,0.9686786781607856,0.015902444345329135,0.9986259580956578,0.0009500816121222115
0.7058448028618185,0.15609904034707314,0.43153810332291087,0.16091577176882368,0.9360363021747208,0.0028614979883124837
0.7945849962024296,0.16441066763011472,0.8705327123039138,0.08933167233690306,0.00427336189263945,0.9671607677835281
0.9565158325707374,0.020454703006962307,0.4807618287826494,0.21178740524243306,0.9938967993347284,0.0001542019018791642
0.16734805534279495,0.3782428487690547,0.05028913417141234,0.8384112865582926,0.4092220574154655,0.018790198581467424
0.39629934734390293,0.11768235873456147,0.9306050684774987,0.006485284422260825,4.522578210364932e-05,0.9980181927313502
0.2256817151730458,0.39984233756285126,0.3545751729172798,0.620227165298902,0.07606467774880672,0.46668939083489547
0.6612203970185736,0.20319885432985108,0.5454640016414944,0.43170365836308294,0.9081536965894511,0.006447987788459609
0.5863801439190818,0.24238938144666491,0.29428419257139615,0.3968805978312799,0.8816352424126903,0.004349579516390328
0.9389766299909084,0.055478638020238544,0.57951709613845,0.3962773114105644,0.9829995692929946,0.000537707395165344
0.0814410356297185,0.29235878086135864,0.7457801979064518,0.02229554284514067,0.0001483550743952772,0.9915674505469745
0.49863859892003004,0.05787835459724283,0.8963509754612113,0.053157675276094246,0.0005303190280480066,0.983011823439233
0.4641909599422581,0.036416241301419496,0.23602899627551177,0.06535444345173268,0.97738239527545,0.001150482308981556
0.9498674176257541,0.011636943603348649,0.6018545940786229,0.3836911116169056,0.9964704549733181,0.00011421144737123143
0.6404751371473634,0.03725340834766353,0.780484897855537,0.022083188395162167,0.0007012007147418786,0.9914619497686137
0.003528338833021727,0.3390302544028906,0.699157631113809,0.10990872520392411,0.0007525144431345325,0.9557556395444201
0.8050282232026577,0.054303719914081325,0.6525219287787903,0.04405678608628322,0.9797360737709175,0.001584839304480482
0.2463089698373343,0.4059989011596367,0.8321799844389344,0.08553374110968663,0.0005806420667435895,0.9708703656565776
0.06327087540249776,0.41229837635536026,0.5831746518397443,0.08824162740162317,0.0008853142954388045,0.957353645825056
0.9083446103438539,0.0452891116310021,0.5338408546870493,0.006561548377959819,0.985687858472065,0.0004789224304814202
0.46416333950697297,0.34473221896991346,0.7678750835833246,0.01991245060014259,0.000256677091567896,0.9925362733376716
0.22118574887634523,0.1764390975054506,0.7570677563051647,0.16810436531343229,0.0014827435797960028,0.937083172423659
0.9402515002705072,0.03879324680886622,0.6171039085599989,0.015685988925854752,0.9880880847415809,0.00045707372457017703
0.10802620159833054,0.7450519749685047,0.609372749554207,0.25531157821041256,0.0023546178565584186,0.8817699952566059
0.3962282975519582,0.4281888306207765,0.08213135157220985,0.7767307949335563,0.6974311740039908,0.007863092224291981
0.559236698381616,0.37034814796700194,0.43455317767669965,0.42755787470238366,0.8017428434044191,0.01596202856341985
0.9830786375065368,0.00027921981599809167,0.1796066766314406,0.4633542563730061,0.9999197097789351,1.2007617665601977e-06
0.5071060545133393,0.38410500227540667,0.9591091379114738,0.00577235167883724,4.41113781819093e-05,0.9982791100832856
0.8765935244556026,0.054736124924025645,0.1211199922504973,0.1519851870398879,0.9823798663511474,0.00028977279189844454
0.21125062452749155,0.32224978724206627,0.7274953293899482,0.16209807521512118,0.0014539924456464183,0.936861582343546
0.29437981268218805,0.2032124327906191,0.6445606491678705,0.04052499668537004,0.0005738782184252922,0.9820482427034912
0.23835877351209334,0.49666823374379754,0.7888005892322485,0.1857502731685862,0.001402515184058342,0.9332436653390792
0.3626288572157865,0.14721270963849867,0.48656623781407593,0.2942231143339635,0.025357237693324385,0.8112952739822926
0.27203482837114945,0.3097137807650931,0.14413494677145222,0.7953863201228766,0.6811828304049974,0.011184280213130374
0.23872445151104227,0.7585551701781393,0.6504318162939223,0.0072812173840776095,6.903137723504878e-05,0.9968212091565954
0.8762046625780777,0.1077586347786987,0.9424649968559597,0.013140333454850241,0.0006610833456580926,0.9954482215395695
0.11824703002417558,0.2839287822684979,0.9703493937900743,0.02775817074591756,0.00011649916595950234,0.9919267038698468
0.40203129644814817,0.22123709839078104,0.9649391371987266,0.009823765703108958,6.217037526017964e-05,0.9971055629866612
0.980214306372411,0.0010474594018566675,0.7350246719814887,0.08736868979857812,0.9996876509932813,1.5024027311240038e-05
0.008762126098217027,0.9492819155852917,0.003138250406429677,0.4892484516560246,0.02610494020665171,0.050117237594117486
0.5600984246981945,0.32059806744558594,0.04446422261331684,0.6494487113425237,0.8389878119563418,0.003266189152772548
0.8902041552798354,0.0033313957062595257,0.019036844881876402,0.6635848936488745,0.9989447044600039,1.4006276300238012e-05
0.8468491950453741,0.04889780850138963,0.7358123094453561,0.18272969603853437,0.9823317882013936,0.0015899048165498293
0.7028001355282724,0.1898362043445028,0.3167911011572707,0.16807716823617874,0.9228783173807182,0.002529668167386269
0.6139085547920178,0.27100841084938,0.557609262107683,0.3914466887426131,0.8599871958449494,0.017508988809574133
0.527621094104815,0.2165907158199815,0.27494905279370196,0.5757280565433545,0.8826463149398951,0.004010100584809344
0.24876740258854713,0.14216320131039906,0.9152833092685488,0.0038775139500150627,2.1996340611246592e-05,0.9988010439382636
0.8485947275109492,0.050430707358522425,0.6610962548413323,0.27193602681087065,0.982479284021582,0.0009731729246389676
0.7993146198186029,0.018776762105201954,0.987144810892768,9.995476722277504e-05,1.8917299574048652e-06,0.9999699569313687
0.11889510000535286,0.47268613965459805,0.8723470683196589,0.10025418700808301,0.0005141548167908167,0.9675472873433543
0.5787517446209234,0.34297426165298434,0.4368456606178539,0.3524473823773504,0.8229288707595065,0.014107233845293934
0.948173338984885,0.015365908208016298,0.42725091452559494,0.004858780990373277,0.9953887777735484,0.00011036329914099744
0.68520490735608,0.2823901812150274,0.23440111410805808,0.19829866205214716,0.8829322969421812,0.0034170521013028236
0.2063092044567455,0.06147765757818771,0.3817348560096758,0.5800414230202974,0.846319002702667,0.04621533995517672
0.6508502198838116,0.04911174501638971,0.36001638570321404,0.415948118152945,0.9783564054288624,0.0007186757038305622
0.037496758970741007,0.4193245162790031,0.32750123767536976,0.6364489072221072,0.023000221091254783,0.46348942276979943
0.7971037725753106,0.07658664952887305,0.6733571126746432,0.025888621367048344,0.9704948519061829,0.002949153346651244
0.2819816921394379,0.4920059447852905,0.8292855978929742,0.08902501051294076,0.0006326102109790398,0.9695304857750419
0.21471859264876791,0.44013870608446715,0.4533362350756627,0.32822648507996155,0.008762677172213944,0.7931182161152223
0.7255099741968627,0.018700901792836774,0.034243431048627815,0.7063568977022002,0.9927332701165581,0.00011143597168651474
0.9231311927348383,0.07456048680425298,0.017983851883782265,0.6880551103499283,0.9772222101494114,0.0002982167111925434
0.83808113237105,0.14396871800364575,0.6070494327331528,0.2959473026850151,0.9498275119931893,0.0024336408792829307
0.24079092076847186,0.08403509192741213,0.8553600511599713,0.08348328904891836,0.0005675817215343537,0.9723696614357521
0.5496966650784889,0.30907993486048646,0.0796489381851907,0.54670890012002,0.8415849630117161,0.003621848270596371
0.979121361823219,0.008536796232543735,0.5463493716799916,0.40125678520230956,0.99750276996274,6.690587853120878e-05
0.030881115355361977,0.13268296407724164,0.6830666294360478,0.06751422309172772,0.0005250376070737529,0.9721711690356208
0.7630377790245632,0.20708242212098305,0.9228293417770757,0.029150519095801068,0.0006318433073365617,0.9905641912763626
0.38075493309367736,0.5556318954813824,0.7017613255397758,0.12743509984701654,0.0015799788755523673,0.9479867058740576
0.6226224135589111,0.01718225288524995,0.5956148586961838,0.03029912354951823,0.9891518731979553,0.0032250402914346613
0.6862038215792478,0.04580793096838485,0.8778876782193398,0.06025347056434703,0.0012868158242556865,0.9796795046760538
0.4147300654291166,0.17492929349323064,0.9733264012035248,0.025794891269704395,0.00016506389347677546,0.9924640758854808
0.9658418592821457,0.009463217558978674,0.08279152463086448,0.40114347921394494,0.9972356085073733,3.79502212051797e-05
0.6511961455222557,0.17593793714010988,0.055420304268337994,0.5184051792338671,0.9238617690387244,0.0014206211293501655
0.7842704475474421,0.1912447713559402,0.6804452497256843,0.2705912740349033,0.9248828231393009,0.007399552121935594
0.14514241546199724,0.34850102769675245,0.5327023560444718,0.07182949810588858,0.0010211174609256154,0.9618255119447205
0.2925821970338164,0.22524143308359373,0.02011180370936605,0.1965060037955883,0.7847898194487749,0.009184508736337577
0.4211296757407019,0.39520332116198315,0.7816569190927731,0.0764019845302177,0.0008418521465918767,0.9720028008225562
0.17390157761295066,0.33870591606786393,0.19587226837412897,0.7462430489732625,0.45376161060589076,0.037976070115788935
0.39329170798350344,0.07836955659167309,0.7450326458732095,0.16686633346728558,0.0023963090648121506,0.9357412462633274
0.25651032955046793,0.34320379166261383,0.09796161672121251,0.4862048215211002,0.625794790593005,0.017947995785265954
0.16014957470392777,0.12744359663583588,0.1208411048632334,0.7054856341245764,0.778934794093936,0.00901617863013884
0.38224051125965597,0.09210792486185537,0.9026498730562688,0.04122889981025171,0.000308718241598524,0.987009916800517
0.6051094772681697,0.25928525515447204,0.7544841692934179,0.13291893252827666,0.00363946111491951,0.9474528210790277
0.34181343802389497,0.09618206565170233,0.27272167439166617,0.4131398852121905,0.9172877287555188,0.005340441321422121
0.9011500868698954,0.039818109508026396,0.22543773031183767,0.16131243316332836,0.9875006942050805,0.0002279275323075156
0.6198461236076971,0.08690090695577973,0.47527183466550904,0.4992101284461978,0.9589472674841519,0.002050437616671295
0.6583006664691413,0.13213887874058072,0.68731105815681,0.0267724503594988,0.0027497951328370606,0.986376716624699
0.7940155023645549,0.19314107631348668,0.2641782455795907,0.3153303634912154,0.9309837542118589,0.0015928763377001274
0.0651767585426547,0.6419573743716877,0.6500707906242632,0.15651175363234548,0.0012261403219129613,0.9321225552776679
0.7637449792184602,0.11464936294719488,0.35017204043801764,0.33248653397693295,0.9571817909298849,0.0011850470540948656
0.9131146892037884,0.057430398373780576,0.5240676953696178,0.4088920204758208,0.9819588005101338,0.0005258238085847104
0.1679355939763416,0.7694315898437795,0.37407655341671386,0.3102581622431952,0.007365582185353917,0.7657200118447249
0.5612686411770949,0.1587709609672437,0.11977937566834429,0.3757397194974292,0.9200704772367034,0.0019853851890085737
0.2829312765178288,0.2550158009482175,0.44426653121759097,0.5099974856308421,0.04421497532902175,0.6497927366266378
0.38158887072382297,0.1140527889853191,0.9654896376626132,0.006693945829341548,4.139972621066112e-05,0.998031066761177
0.8832326149786148,0.11520146886942735,0.8311992936575272,0.10122088295752535,0.9546034555159117,0.009253245044198544
0.4644110618490581,0.2471282097908126,0.8068657101396504,0.12478267163384135,0.0015303932079369104,0.9555673693715443
0.30738469892146714,0.2634771093127877,0.05007805386255049,0.040585560446375395,0.7577528731736484,0.014802873830215238
0.58061829164858,0.2979098952344349,0.181953224614959,0.7549092764864216,0.8547556938749727,0.003425850744419696
0.7089093444231407,0.06735177995565159,0.3973606087069447,0.36024791126968253,0.9727298578213829,0.0009130468291494278
0.015787408918478518,0.7782307028713334,0.7430620661914943,0.15914280784131096,0.0009066952528043151,0.939650743014544
0.35239893483353046,0.5190861666852112,0.667201526600682,0.24675679637746925,0.0034764276911891886,0.8940858779861679
0.9534751408897084,0.023605727207739412,0.050030746485193345,0.3837110481263666,0.9930190265694683,9.403641648967117e-05
0.30906645279864076,0.3664350303151744,0.8635359923648799,0.06256755887068707,0.00043507572422341896,0.9794281105862909
0.030062212544153533,0.02980337463426889,0.8867582589790762,0.024227114780709495,0.00011289873398559712,0.9923064841337793
0.4084017863976467,0.20910231316411917,0.4240924708291429,0.16222871067091507,0.04072545979830039,0.8538595361684553
0.3378870265028072,0.561879523150856,0.0804244553370772,0.7932225905915107,0.539057504990344,0.013749321722117914
0.7638081629715393,0.20548091525083667,0.8553039325897295,0.08197016315971725,0.0031593377440473705,0.9701385471568317
0.6076900181736575,0.056503192231905704,0.6650378316413388,0.008844891031017236,0.0006960624086054151,0.9956199075506942
0.8552865986340721,0.02449609156196461,0.2672118021535117,0.27358378120175836,0.9918812413283158,0.00016364270724012763
0.6914112848990526,0.27137157139924606,0.6310918429877017,0.3168617641356347,0.8717855112955699,0.019486991787981522
0.24082100302102838,0.08831249153154072,0.08684622772814599,0.8445566026097703,0.8976722071563108,0.0027411849143948747
0.3714196915896433,0.10068990758664477,0.9208570321455264,0.010493298327008058,7.219007533922637e-05,0.9967622363309944
0.2055715134474534,0.7125411294048488,0.6340569145956328,0.15274286380509297,0.0015208016659373556,0.9317093419595031
0.9333962814423502,0.050514262605983955,0.6514392671763747,0.11350162686544422,0.9842903007732066,0.000669348793171498
0.2392236309190211,0.1294329247061522,0.7270633476529933,0.23986360671560752,0.0025523834595250474,0.9063669238254691
0.9238974926287837,0.05692480118038102,0.4727443564227707,0.32813578686261213,0.9823970851934782,0.0004590008288822822
0.6898678885083943,0.163411224898135,0.7546021085817123,0.24161645432028303,0.022956088459866502,0.8891525827772877
0.3157081701443818,0.6699047972535316,0.9232646509696182,0.021741165646734395,0.00012442728901826834,0.9933133814166719
0.9920887249685724,0.004608642877074097,0.08887584499731294,0.4399051849677047,0.9986890741279724,1.762607382265112e-05
0.6111839968452316,0.19390581839098406,0.5699154108854817,0.10143379557949335,0.8572638672482114,0.057812659310995565
0.420792665575523,0.4317682371820348,0.5732354735783937,0.22828632122339523,0.006704433823986153,0.8831625546869437
0.7600908739980885,0.01130137307838157,0.2687073026119454,0.44439594545201605,0.9957779417700898,9.311822237571403e-05
0.5736910162598934,0.32537427930129165,0.9373548499720245,0.006833758525569796,6.571002085971367e-05,0.9979034807474028
0.31429629816556526,0.2288373172763679,0.72722191159316,0.20017448104165536,0.0023564102839368707,0.921529355246936
0.12657162143866618,0.3883073911855452,0.700653122025602,0.06862738046495118,0.0005440976954643856,0.9723288971814474
0.10216648922924754,0.28966333710749953,0.6671462311449003,0.19800477950723636,0.0018034272743559438,0.9162357702495606
0.1748528286845309,0.39912930925313705,0.4291001533474815,0.4051590877576411,0.012001114890601518,0.7311061408474198
0.28373858163309007,0.15271006163784936,0.745199648836733,0.1514686438455138,0.001575427214906794,0.9422084976558573
0.35137889581770665,0.5926310280621002,0.30184943949577914,0.4181447455356216,0.1959534206486306,0.41274623820108136
0.2200849851769633,0.4357984843284714,0.2665625563617775,0.14258396591192982,0.01114438827803283,0.8430023750869217
0.5492912747393266,0.051819858906442584,0.879759475586515,0.018998442377157188,0.00022859594280650512,0.9937780758133138
0.197703784544076,0.12083184755580141,0.2779295891507815,0.1402761863806923,0.02179217703798346,0.8435794054508432
0.3549737383123349,0.23909009352323599,0.2675737021140625,0.2177638605843779,0.7917274966684076,0.02657087200827336
0.2562268201727472,0.5819786877219422,0.301207690149787,0.45733236379095105,0.04538942425584157,0.5463312543218414
0.5970110182328543,0.3583645358638687,0.766631349536339,0.03927012709268291,0.0008142134110104533,0.9849153037741869
0.8731344266475671,0.001396276365967458,0.295800486880211,0.5631073093155067,0.9995460599022077,8.781037836898793e-06
0.6780552167359414,0.06111650790898436,0.7867314958814821,0.03278521518232026,0.0013018684621347108,0.9871466824013526
0.1142221634542121,0.7594006461776523,0.33995566121974163,0.541287398083692,0.014905500124466087,0.5562440655966915
0.1962513470693089,0.12391418115541356,0.842074055439036,0.14749402504458828,0.00098322316490217,0.9504722447151702
0.9210572619628244,0.07177272575700835,0.4008046286751723,0.4986320834451514,0.977809360182584,0.0004931019657847968
0.8453700181589608,0.07570015911722539,0.9984270727369648,0.00013700078707489855,3.072206835442083e-06,0.9999587213348993
0.9885989497470006,0.006762692217404364,0.4143083167537691,0.165131314984362,0.9980555800760453,4.1365255030118186e-05
0.10423970294723306,0.1906765729304472,0.3998381923505022,0.22998743910372224,0.006752542637281688,0.837097070801834
0.4275300614663794,0.14992742738105666,0.2993879689879261,0.6007479593164191,0.8987402456976359,0.004427141880684508
0.009364555237889927,0.3183117211440848,0.5093198292728641,0.1220779895075419,0.0015019694440811374,0.9326450101136923
0.08410340382085657,0.011043313435174574,0.9650216622894853,0.027052270529761106,0.00011316980658437485,0.9920991508500694
0.8227346839665698,0.17350367353075613,0.6938663862291489,0.12849223687721809,0.9354347995235093,0.006230362334389785
0.35737704195435427,0.2866934872575662,0.2014252515474888,0.4160813500147164,0.7692318148384967,0.012733177083978356
0.7637997745796544,0.06736043077271911,0.42512932223576094,0.5122855808355672,0.9747177888528862,0.0007550024706330055
0.9155873885383601,0.026840211265023516,0.999913532998158,5.993468536036508e-05,2.4628276839499276e-06,0.999980857113611
0.6146472498621204,0.2552582492910387,0.5388266483057204,0.1383195678212941,0.8563438688420867,0.030940059712197026
0.34192925347929237,0.6041020172778795,0.817516680035808,0.1641752285593591,0.001324122404439716,0.9428364302547477
0.33907572246162554,0.2860233827721409,0.7361262416627712,0.25700388566779325,0.003118806276802933,0.9003199246132683
0.43914402283988807,0.20234792801126986,0.6112036206762897,0.2484418576280151,0.008889747293813102,0.8793786324795434
0.20829940607109998,0.6133717870390248,0.5275890232848155,0.22366857331566445,0.003414875931722905,0.8796140024163633
0.16646761656864528,0.15047356814664142,0.6085114320465165,0.15785275484693712,0.0020778203099335877,0.9265011986326767
0.34830017556743853,0.3656893775876456,0.9800610542310529,0.01722884998545813,9.482710741639398e-05,0.9950106409488041
0.3528595293060257,0.04068835301225236,0.8082509330417095,0.06080839018680703,0.0005911349058244444,0.9785721693388815
0.35074275056938975,0.10258614777356935,0.26636832723440873,0.6027815303316084,0.9154974558870432,0.0038899863294841867
0.20100139707105313,0.5874579736370202,0.12704580086631356,0.6981788422191184,0.24259274598326866,0.04615000009064314
0.3344941521821053,0.18670776168388248,0.8868333297484786,0.060993067989499355,0.00043233772940657174,0.9804683868966311
0.5850953447236432,0.3446939519926408,0.2861356032971262,0.49120521735449796,0.831549367289743,0.0060401570785168545
0.6228281964779263,0.31380430322379005,0.11785615470069444,0.3181915397255074,0.8577040409967208,0.0035152303356395438
0.7913650819109813,0.13133489577522442,0.43693512267698964,0.47677813812882175,0.9524284500959493,0.001441369530584094
0.986623554821465,0.011764173974055282,0.4569939936944106,0.08558324924624051,0.996605588029015,7.896239646525485e-05
0.9438664366667213,0.007061152430456432,0.06455447038933071,0.45539053746123825,0.9978896338528062,2.8804057176637984e-05
0.6882206890954659,0.11570186767652038,0.26939521478172923,0.2844388820746199,0.9521731875922536,0.001314326050016569
0.34820264073838536,0.43781622446144486,0.343169420085092,0.11676623874800779,0.010843773252456912,0.8945100226270457
