u,u_e,mu,p_e,delta,y
1.2,0.1,0.1,0.3,0.4,0.10795918367346939
1.2,0.1,0.1,0.3,0.5,0.12249999999999998
1.2,0.1,0.2,0.1,0.0,0.005709876543209876
1.2,0.1,0.2,0.1,0.5,0.9780246913580248
1.2,0.1,0.2,0.2,0.0,0.5153125000000001
1.2,0.1,0.2,0.2,0.2,0.500703125
1.2,0.1,0.2,0.2,0.4,0.49882812499999996
1.2,0.1,0.2,0.2,0.5,0.548828125
1.2,0.1,0.2,0.3,0.0,0.5592346938775511
1.2,0.1,0.2,0.3,0.2,0.37734693877551023
1.2,0.1,0.2,0.3,0.4,0.12249999999999998
1.2,0.1,0.2,0.3,0.5,0.14331632653061224
1.2,0.1,0.4,0.05,0.0,0.0008033240997229916
1.2,0.1,0.4,0.05,0.2,0.0017728531855955678
1.2,0.1,0.4,0.05,0.5,0.9689196675900276
1.2,0.1,0.4,0.1,0.0,0.5015432098765432
1.2,0.1,0.4,0.1,0.2,0.658179012345679
1.2,0.1,0.4,0.1,0.4,0.5023765432098766
1.2,0.1,0.4,0.1,0.5,0.85570987654321
1.2,0.1,0.4,0.2,0.0,0.5225781249999999
1.2,0.1,0.4,0.2,0.2,0.5703125
1.2,0.1,0.4,0.2,0.4,0.5406640625000001
1.2,0.1,0.4,0.2,0.5,0.140625
1.2,0.1,0.4,0.3,0.0,0.5016326530612245
1.2,0.1,0.4,0.3,0.2,0.5016326530612245
1.2,0.1,0.4,0.3,0.4,0.1435204081632653
1.2,0.1,0.5,0.05,0.0,0.003019390581717451
1.2,0.1,0.5,0.05,0.2,0.012326869806094183
1.2,0.1,0.5,0.05,0.4,0.016897506925207757
1.2,0.1,0.5,0.05,0.5,0.897534626038781
1.2,0.1,0.5,0.1,0.0,0.559320987654321
1.2,0.1,0.5,0.1,0.2,0.5555555555555556
1.2,0.1,0.5,0.1,0.4,0.7076543209876542
1.2,0.1,0.5,0.1,0.5,0.6645987654320987
1.2,0.1,0.5,0.2,0.0,0.500703125
1.2,0.1,0.5,0.2,0.2,0.5050000000000001
1.2,0.1,0.5,0.2,0.4,0.14078125
1.2,0.1,0.5,0.2,0.5,0.509453125
1.2,0.1,0.5,0.3,0.0,0.52
1.2,0.1,0.5,0.3,0.2,0.5330612244897959
1.2,0.1,0.5,0.3,0.4,0.1600510204081633
1.2,0.1,0.5,0.3,0.5,0.1127551020408163
1.2,0.15,0.1,0.1,0.0,3.08641975308642e-05
1.2,0.15,0.1,0.1,0.2,1.0
1.2,0.15,0.1,0.1,0.4,1.0
1.2,0.15,0.1,0.1,0.5,1.0
1.2,0.15,0.1,0.2,0.0,0.509453125
1.2,0.15,0.1,0.2,0.2,0.5028125
1.2,0.15,0.1,0.2,0.5,0.8828125
1.2,0.15,0.1,0.3,0.0,0.5009183673469388
1.2,0.15,0.1,0.3,0.2,0.508265306122449
1.2,0.15,0.1,0.3,0.4,0.12755102040816327
1.2,0.15,0.1,0.3,0.5,0.5918367346938775
1.2,0.15,0.2,0.05,0.4,1.0
1.2,0.15,0.2,0.05,0.5,1.0
1.2,0.15,0.2,0.1,0.0,0.0010493827160493827
1.2,0.15,0.2,0.1,0.2,0.0011419753086419754
1.2,0.15,0.2,0.1,0.4,1.0
1.2,0.15,0.2,0.1,0.5,0.9565432098765432
1.2,0.15,0.2,0.2,0.0,0.500078125
1.2,0.15,0.2,0.2,0.2,0.5903125
1.2,0.15,0.2,0.2,0.4,0.7703515625
1.2,0.15,0.2,0.2,0.5,0.7112499999999999
1.2,0.15,0.2,0.3,0.0,0.5009183673469388
1.2,0.15,0.2,0.3,0.2,0.4929081632653062
1.2,0.15,0.2,0.3,0.4,0.10795918367346939
1.2,0.15,0.2,0.3,0.5,0.06612244897959182
1.2,0.15,0.4,0.05,0.0,0.0009418282548476454
1.2,0.15,0.4,0.05,0.5,0.0013850415512465372
1.2,0.15,0.4,0.1,0.0,0.5555555555555556
1.2,0.15,0.4,0.1,0.4,0.7528395061728395
1.2,0.15,0.4,0.1,0.5,0.768888888888889
1.2,0.15,0.4,0.2,0.4,0.52
1.2,0.15,0.4,0.2,0.5,0.513203125
1.2,0.15,0.4,0.3,0.0,0.5689795918367347
1.2,0.15,0.4,0.3,0.2,0.5009183673469388
1.2,0.15,0.4,0.3,0.4,0.1898469387755102
1.2,0.15,0.4,0.3,0.5,0.06984693877551021
1.2,0.15,0.5,0.05,0.0,0.0018836565096952908
1.2,0.15,0.5,0.05,0.2,0.008448753462603877
1.2,0.15,0.5,0.05,0.4,0.006481994459833795
1.2,0.15,0.5,0.05,0.5,0.0022437673130193906
1.2,0.15,0.5,0.1,0.0,0.5005555555555556
1.2,0.15,0.5,0.1,0.2,0.5005555555555556
1.2,0.15,0.5,0.1,0.4,0.5812654320987655
1.2,0.15,0.5,0.1,0.5,0.7938888888888889
1.2,0.15,0.5,0.2,0.0,0.5050000000000001
1.2,0.15,0.5,0.2,0.2,0.5078125
1.2,0.15,0.5,0.2,0.5,0.4942578125
1.2,0.15,0.5,0.3,0.0,0.5025510204081632
1.2,0.15,0.5,0.3,0.2,0.5088265306122449
1.2,0.15,0.5,0.3,0.4,0.5063775510204083
1.2,0.15,0.5,0.3,0.5,0.10795918367346939
1.2,0.2,0.1,0.1,0.0,0.0
1.2,0.2,0.1,0.1,0.2,1.0
1.2,0.2,0.1,0.1,0.4,1.0
1.2,0.2,0.1,0.1,0.5,1.0
1.2,0.2,0.1,0.2,0.0,0.517578125
1.2,0.2,0.1,0.2,0.2,0.565703125
1.2,0.2,0.1,0.3,0.0,0.4941326530612245
1.2,0.2,0.1,0.3,0.2,0.5050000000000001
1.2,0.2,0.2,0.05,0.5,1.0
1.2,0.2,0.2,0.1,0.0,0.9672222222222222
1.2,0.2,0.2,0.1,0.2,0.9672222222222222
1.2,0.2,0.2,0.1,0.4,0.9565432098765432
1.2,0.2,0.2,0.1,0.5,1.0
1.2,0.2,0.2,0.2,0.0,0.1181640625
1.2,0.2,0.2,0.2,0.2,0.500078125
1.2,0.2,0.2,0.2,0.4,0.56125
1.2,0.2,0.2,0.2,0.5,0.037539062500000005
1.2,0.2,0.2,0.3,0.0,0.0
1.2,0.2,0.2,0.3,0.4,0.10795918367346939
1.2,0.2,0.2,0.3,0.5,0.09877551020408162
1.2,0.2,0.4,0.05,0.0,0.0006925207756232686
1.2,0.2,0.4,0.05,0.2,0.9290304709141275
1.2,0.2,0.4,0.05,0.4,0.9689196675900276
1.2,0.2,0.4,0.05,0.5,0.989529085872576
1.2,0.2,0.4,0.1,0.0,0.52
1.2,0.2,0.4,0.1,0.2,0.5355555555555556
1.2,0.2,0.4,0.1,0.4,0.8380246913580247
1.2,0.2,0.4,0.1,0.5,0.9150617283950617
1.2,0.2,0.4,0.2,0.0,0.565703125
1.2,0.2,0.4,0.2,0.4,0.528203125
1.2,0.2,0.4,0.2,0.5,0.501953125
1.2,0.2,0.4,0.3,0.0,0.2946938775510204
1.2,0.2,0.4,0.3,0.2,0.22224489795918367
1.2,0.2,0.4,0.3,0.4,0.09433673469387756
1.2,0.2,0.4,0.3,0.5,0.04908163265306122
1.2,0.2,0.5,0.05,0.0,0.9487534626038783
1.2,0.2,0.5,0.05,0.2,0.0009418282548476454
1.2,0.2,0.5,0.05,0.4,0.0004709141274238227
1.2,0.2,0.5,0.05,0.5,0.0008033240997229916
1.2,0.2,0.5,0.1,0.0,0.5000617283950617
1.2,0.2,0.5,0.1,0.2,0.5061728395061729
1.2,0.2,0.5,0.1,0.4,0.5891358024691358
1.2,0.2,0.5,0.1,0.5,0.017777777777777778
1.2,0.2,0.5,0.2,0.0,0.513203125
1.2,0.2,0.5,0.2,0.2,0.19140625
1.2,0.2,0.5,0.2,0.4,0.509453125
1.2,0.2,0.5,0.2,0.5,0.513203125
1.2,0.2,0.5,0.3,0.0,0.24290816326530615
1.2,0.2,0.5,0.3,0.2,0.18367346938775508
1.2,0.2,0.5,0.3,0.4,0.20897959183673467
1.2,0.2,0.5,0.3,0.5,0.1602040816326531
1.4,0.05,0.1,0.05,0.0,0.0
1.4,0.05,0.1,0.1,0.0,1.0
1.4,0.05,0.1,0.1,0.5,1.0
1.4,0.05,0.1,0.2,0.2,0.8507031249999999
1.4,0.05,0.1,0.2,0.4,0.939453125
1.4,0.05,0.1,0.2,0.5,0.00015625000000000003
1.4,0.05,0.1,0.3,0.0,0.3861734693877551
1.4,0.05,0.1,0.3,0.2,0.1379591836734694
1.4,0.05,0.1,0.3,0.4,0.00510204081632653
1.4,0.05,0.1,0.3,0.5,0.0025000000000000005
1.4,0.05,0.2,0.05,0.0,0.0
1.4,0.05,0.2,0.05,0.5,1.0
1.4,0.05,0.2,0.1,0.0,0.0001234567901234568
1.4,0.05,0.2,0.1,0.2,1.0
1.4,0.05,0.2,0.1,0.4,0.9889506172839506
1.4,0.05,0.2,0.1,0.5,1.0
1.4,0.05,0.2,0.2,0.0,0.5703125
1.4,0.05,0.2,0.2,0.4,0.8507031249999999
1.4,0.05,0.2,0.2,0.5,0.001015625
1.4,0.05,0.2,0.3,0.0,0.0
1.4,0.05,0.2,0.3,0.2,0.16000000000000003
1.4,0.05,0.2,0.3,0.4,0.05556122448979592
1.4,0.05,0.2,0.3,0.5,0.04000000000000001
1.4,0.05,0.4,0.05,0.0,0.002770083102493075
1.4,0.05,0.4,0.05,0.4,0.0002770083102493075
1.4,0.05,0.4,0.1,0.4,0.85570987654321
1.4,0.05,0.4,0.1,0.5,0.8950617283950617
1.4,0.05,0.4,0.2,0.0,0.517578125
1.4,0.05,0.4,0.2,0.2,0.5153125000000001
1.4,0.05,0.4,0.2,0.4,0.0690625
1.4,0.05,0.4,0.2,0.5,0.6930078125
1.4,0.05,0.4,0.3,0.0,0.22229591836734694
1.4,0.05,0.4,0.3,0.2,0.08244897959183672
1.4,0.05,0.4,0.3,0.4,0.0703061224489796
1.4,0.05,0.4,0.3,0.5,0.021683673469387755
1.4,0.05,0.5,0.05,0.0,0.013351800554016623
1.4,0.05,0.5,0.05,0.2,0.02592797783933518
1.4,0.05,0.5,0.05,0.4,0.0023545706371191134
1.4,0.05,0.5,0.05,0.5,0.0023545706371191134
1.4,0.05,0.5,0.1,0.0,0.5246913580246915
1.4,0.05,0.5,0.1,0.2,0.6112654320987655
1.4,0.05,0.5,0.1,0.4,0.6915123456790124
1.4,0.05,0.5,0.1,0.5,0.7372839506172839
1.4,0.05,0.5,0.2,0.0,0.4942578125
1.4,0.05,0.5,0.2,0.2,0.5176953125
1.4,0.05,0.5,0.2,0.5,0.6725781249999999
1.4,0.05,0.5,0.3,0.0,0.5
1.4,0.05,0.5,0.3,0.2,0.16658163265306122
1.4,0.05,0.5,0.3,0.4,0.08596938775510206
1.4,0.05,0.5,0.3,0.5,0.07066326530612245
1.4,0.1,0.1,0.1,0.2,0.9889197530864198
1.4,0.1,0.1,0.1,0.4,1.0
1.4,0.1,0.1,0.1,0.5,1.0
1.4,0.1,0.1,0.2,0.0,0.0039453125
1.4,0.1,0.1,0.2,0.2,0.9512499999999999
1.4,0.1,0.1,0.2,0.4,0.7520703124999999
1.4,0.1,0.1,0.2,0.5,0.00015625000000000003
1.4,0.1,0.1,0.3,0.0,0.5308163265306122
1.4,0.1,0.1,0.3,0.2,0.018418367346938774
1.4,0.1,0.1,0.3,0.5,0.0004591836734693878
1.4,0.1,0.2,0.05,0.5,1.0
1.4,0.1,0.2,0.1,0.4,1.0
1.4,0.1,0.2,0.1,0.5,0.9889506172839506
1.4,0.1,0.2,0.2,0.0,0.5176953125
1.4,0.1,0.2,0.2,0.2,0.7628125000000001
1.4,0.1,0.2,0.2,0.5,0.8828125
1.4,0.1,0.2,0.3,0.0,0.5000510204081633
1.4,0.1,0.2,0.3,0.2,0.17760204081632652
1.4,0.1,0.2,0.3,0.4,0.02061224489795918
1.4,0.1,0.2,0.3,0.5,0.016581632653061222
1.4,0.1,0.4,0.05,0.2,0.0004709141274238227
1.4,0.1,0.4,0.05,0.4,0.00013850415512465372
1.4,0.1,0.4,0.05,0.5,0.00013850415512465372
1.4,0.1,0.4,0.1,0.0,0.8111728395061729
1.4,0.1,0.4,0.1,0.2,0.7148765432098765
1.4,0.1,0.4,0.1,0.4,0.8269753086419753
1.4,0.1,0.4,0.1,0.5,0.8755555555555556
1.4,0.1,0.4,0.2,0.0,0.5
1.4,0.1,0.4,0.2,0.2,0.09
1.4,0.1,0.4,0.2,0.4,0.6444531250000001
1.4,0.1,0.4,0.2,0.5,0.017265625
1.4,0.1,0.4,0.3,0.0,0.5041326530612245
1.4,0.1,0.4,0.3,0.2,0.1488265306122449
1.4,0.1,0.4,0.3,0.4,0.07066326530612245
1.4,0.1,0.4,0.3,0.5,0.06612244897959182
1.4,0.1,0.5,0.05,0.0,0.0022160664819944596
1.4,0.1,0.5,0.05,0.2,0.0009418282548476454
1.4,0.1,0.5,0.05,0.4,0.000997229916897507
1.4,0.1,0.5,0.05,0.5,0.0007202216066481993
1.4,0.1,0.5,0.1,0.0,0.5094135802469135
1.4,0.1,0.5,0.1,0.2,0.5355555555555556
1.4,0.1,0.5,0.1,0.4,0.768888888888889
1.4,0.1,0.5,0.1,0.5,0.8652160493827161
1.4,0.1,0.5,0.2,0.0,0.501953125
1.4,0.1,0.5,0.2,0.2,0.5023828125
1.4,0.1,0.5,0.2,0.4,0.5378125
1.4,0.1,0.5,0.2,0.5,0.595703125
1.4,0.1,0.5,0.3,0.0,0.5001020408163265
1.4,0.1,0.5,0.3,0.2,0.5445918367346939
1.4,0.1,0.5,0.3,0.4,0.06255102040816327
1.4,0.1,0.5,0.3,0.5,0.08270408163265307
1.4,0.15,0.1,0.1,0.0,0.0
1.4,0.15,0.1,0.1,0.2,1.0
1.4,0.15,0.1,0.1,0.4,1.0
1.4,0.15,0.1,0.1,0.5,1.0
1.4,0.15,0.1,0.2,0.0,0.0006640625000000002
1.4,0.15,0.1,0.2,0.5,0.987578125
1.4,0.15,0.1,0.3,0.0,0.4883673469387755
1.4,0.15,0.2,0.05,0.0,1.0
1.4,0.15,0.2,0.05,0.5,1.0
1.4,0.15,0.2,0.1,0.0,0.9889506172839506
1.4,0.15,0.2,0.2,0.0,0.5712890625
1.4,0.15,0.2,0.2,0.2,0.6292578124999999
1.4,0.15,0.2,0.2,0.4,0.8828125
1.4,0.15,0.2,0.2,0.5,0.0006250000000000001
1.4,0.15,0.2,0.3,0.2,0.07760204081632653
1.4,0.15,0.2,0.3,0.4,0.0625
1.4,0.15,0.2,0.3,0.5,0.8086734693877551
1.4,0.15,0.4,0.05,0.4,0.979168975069252
1.4,0.15,0.4,0.05,0.5,0.989529085872576
1.4,0.15,0.4,0.1,0.0,0.023950617283950613
1.4,0.15,0.4,0.1,0.2,0.0027777777777777783
1.4,0.15,0.4,0.1,0.4,0.925246913580247
1.4,0.15,0.4,0.1,0.5,0.9049999999999999
1.4,0.15,0.4,0.2,0.0,0.5205078125
1.4,0.15,0.4,0.2,0.2,0.5266015625
1.4,0.15,0.4,0.2,0.4,0.040156250000000004
1.4,0.15,0.4,0.2,0.5,0.7449999999999999
1.4,0.15,0.4,0.3,0.0,0.5123469387755102
1.4,0.15,0.4,0.3,0.2,0.5408163265306123
1.4,0.15,0.4,0.3,0.5,0.06617346938775509
1.4,0.15,0.5,0.05,0.0,0.0007202216066481993
1.4,0.15,0.5,0.05,0.2,0.0020221606648199446
1.4,0.15,0.5,0.05,0.4,0.0020221606648199446
1.4,0.15,0.5,0.1,0.0,0.5957098765432098
1.4,0.15,0.5,0.1,0.2,0.5957098765432098
1.4,0.15,0.5,0.1,0.4,0.8279320987654322
1.4,0.15,0.5,0.1,0.5,0.6985493827160494
1.4,0.15,0.5,0.2,0.0,0.4937890625
1.4,0.15,0.5,0.2,0.2,0.5205078125
1.4,0.15,0.5,0.2,0.4,0.08628906250000001
1.4,0.15,0.5,0.2,0.5,0.047890625
1.4,0.15,0.5,0.3,0.0,0.5229591836734693
1.4,0.15,0.5,0.3,0.2,0.1488265306122449
1.4,0.15,0.5,0.3,0.4,0.5689795918367347
1.4,0.15,0.5,0.3,0.5,0.06617346938775509
1.4,0.2,0.1,0.05,0.5,1.0
1.4,0.2,0.1,0.1,0.0,0.0
1.4,0.2,0.1,0.1,0.2,1.0
1.4,0.2,0.1,0.1,0.4,0.0
1.4,0.2,0.1,0.1,0.5,1.0
1.4,0.2,0.1,0.2,0.2,0.987578125
1.4,0.2,0.1,0.2,0.4,0.0003515625
1.4,0.2,0.1,0.3,0.0,0.16576530612244897
1.4,0.2,0.1,0.3,0.2,0.7759183673469388
1.4,0.2,0.1,0.3,0.4,0.0032653061224489793
1.4,0.2,0.1,0.3,0.5,0.0012755102040816326
1.4,0.2,0.2,0.05,0.5,1.0
1.4,0.2,0.2,0.2,0.0,0.6378124999999999
1.4,0.2,0.2,0.2,0.2,0.7538281249999998
1.4,0.2,0.2,0.2,0.4,0.0031640625
1.4,0.2,0.2,0.2,0.5,0.8200000000000001
1.4,0.2,0.2,0.3,0.0,0.503673469387755
1.4,0.2,0.2,0.3,0.2,0.7635204081632654
1.4,0.2,0.2,0.3,0.4,0.0225
1.4,0.2,0.2,0.3,0.5,0.03448979591836735
1.4,0.2,0.4,0.05,0.4,0.989529085872576
1.4,0.2,0.4,0.05,0.5,0.9895013850415512
1.4,0.2,0.4,0.1,0.0,0.0015123456790123457
1.4,0.2,0.4,0.1,0.2,0.8755555555555556
1.4,0.2,0.4,0.1,0.4,0.885246913580247
1.4,0.2,0.4,0.1,0.5,0.9049999999999999
1.4,0.2,0.4,0.2,0.0,0.6512500000000001
1.4,0.2,0.4,0.2,0.2,0.51125
1.4,0.2,0.4,0.2,0.4,0.11390625000000001
1.4,0.2,0.4,0.2,0.5,0.7344140625
1.4,0.2,0.4,0.3,0.2,0.5689795918367347
1.4,0.2,0.4,0.3,0.4,0.06612244897959182
1.4,0.2,0.4,0.3,0.5,0.06612244897959182
1.4,0.2,0.5,0.05,0.0,0.0006925207756232686
1.4,0.2,0.5,0.05,0.2,2.7700831024930747e-05
1.4,0.2,0.5,0.05,0.4,0.00024930747922437675
1.4,0.2,0.5,0.05,0.5,0.0002770083102493075
1.4,0.2,0.5,0.1,0.0,0.07114197530864197
1.4,0.2,0.5,0.1,0.2,0.7938888888888889
1.4,0.2,0.5,0.1,0.4,0.784104938271605
1.4,0.2,0.5,0.1,0.5,0.925246913580247
1.4,0.2,0.5,0.2,0.0,0.5
1.4,0.2,0.5,0.2,0.2,0.5003124999999999
1.4,0.2,0.5,0.2,0.4,0.5867578125
1.4,0.2,0.5,0.2,0.5,0.7091015624999999
1.4,0.2,0.5,0.3,0.0,0.22224489795918367
1.4,0.2,0.5,0.3,0.2,0.5001020408163265
1.4,0.2,0.5,0.3,0.4,0.09
1.4,0.2,0.5,0.3,0.5,0.07760204081632653
